customer_id,signup_date,age_group,location,segment,churn_flag,churn_date,plan_type,plan_price,contract_duration,discount_applied,last_login_date,total_logins,avg_session_duration,features_used_count,payment_status,last_payment_date,outstanding_balance,total_spent,random_notes,survey_response,timestamp
97274,2024-04-06,56+,Los Angeles,Individual,0,,Enterprise,9.99,Monthly,15,2023-04-05,342,22.97,13,Successful,2023-07-19,474.8,349.65,Feedback given,Neutral,2019-03-09 13:13:00
97275,2023-05-11,18-25,Los Angeles,Student,0,,Basic,99.99,Monthly,5,2024-09-19,407,39.88,8,Successful,2024-04-23,162.74,1199.88,Test data,Neutral,2019-03-09 13:14:00
97276,2024-01-26,56+,Los Angeles,Individual,0,,Premiumm,29.99,Annual,15,2024-07-02,337,24.85,7,Successful,2024-09-17,12.04,629.79,Test data,Very Satisfied,2019-03-09 13:15:00
97277,2024-06-26,36-45,New York,Student,0,,Enterprise,29.99,Annual,15,2024-04-02,102,38.18,4,Successful,2024-05-02,10.84,299.9,NA,Dissatisfied,2019-03-09 13:16:00
97278,2023-04-20,46-55,Houston,Corporate,0,,Premiumm,9.99,Annual,20,2024-12-12,186,51.42,3,Successful,2023-11-02,73.41,299.7,,Satisfied,2019-03-09 13:17:00
97279,2023-08-16,26-35,Chicago,Individual,1,,Basic,19.99,Monthly,0,2023-07-26,358,50.47,11,Successful,2023-09-09,62.34,419.79,NA,Neutral,2019-03-09 13:18:00
97280,2024-01-27,18-25,Los Angeles,Student,0,,Business,49.99,Monthly,15,2024-02-16,181,18.95,17,Successful,2023-01-11,17.07,949.81,,Very Dissatisfied,2019-03-09 13:19:00
97281,2024-03-26,26-35,New York,Individual,1,,Basic,29.99,Monthly,20,2024-02-26,236,24.35,2,Successful,2024-04-17,490.39,62979.0,Test data,Satisfied,2019-03-09 13:20:00
97282,2023-02-04,56+,Chicago,Student,0,,Premium,9.99,Annual,0,2023-11-04,21,55.61,12,Successful,2024-09-19,249.04,9.99,Test data,Satisfied,2019-03-09 13:21:00
97283,2024-07-15,26-35,Houston,Student,0,,Business,99.99,Monthly,15,2024-09-22,80,5.06,17,Successful,2023-03-09,288.06,199.98,NA,Very Dissatisfied,2019-03-09 13:22:00
97284,2023-08-06,26-35,New York,Corporate,0,,Business,19.99,Monthly,20,2023-10-15,214,52.14,10,Failed,2024-03-05,51.09,439.78,NA,Neutral,2019-03-09 13:23:00
97285,2023-04-02,36-45,Miami,Student,0,,Basic,99.99,Monthly,20,2023-04-08,297,12.11,1,Failed,2024-01-28,67.42,699.93,,Neutral,2019-03-09 13:24:00
97286,2023-02-20,46-55,Chicago,Corporate,0,,Enterprise,49.99,Monthly,15,2023-03-29,105,7.9,1,Successful,2023-10-01,281.54,399.92,Feedback given,Dissatisfied,2019-03-09 13:25:00
97287,2023-03-18,36-45,Miami,Corporate,0,,Standard,29.99,Annual,10,2023-01-02,115,48.56,2,Successful,2023-09-20,114.8,809.73,Customer called support,Satisfied,2019-03-09 13:26:00
97288,2024-12-05,46-55,Chicago,Student,0,,Premium,49.99,Annual,0,2023-09-27,241,51.88,18,Successful,2024-06-08,429.9,299.94,,Neutral,2019-03-09 13:27:00
97289,2024-01-13,18-25,New York,Individual,0,,Premiumm,49.99,Monthly,5,2024-01-30,180,41.54,9,Successful,2023-08-09,327.47,699.86,NA,Dissatisfied,2019-03-09 13:28:00
97290,2024-09-10,18-25,Miami,Individual,0,,Basic,99.99,Monthly,15,2024-09-29,344,12.72,10,Successful,2024-08-31,78.87,2599.74,NA,Satisfied,2019-03-09 13:29:00
97291,2024-05-14,36-45,Los Angeles,Corporate,0,,Basic,29.99,Monthly,10,2023-01-04,381,31.07,7,Successful,2024-06-30,160.0,1049.65,NA,Very Dissatisfied,2019-03-09 13:30:00
97292,2024-11-30,36-45,Miami,Student,0,,Business,99.99,Annual,15,2024-12-20,169,37.29,4,Successful,2024-02-01,19.87,3199.68,Test data,Very Dissatisfied,2019-03-09 13:31:00
97293,2024-10-23,18-25,Los Angeles,Individual,1,,Standard,29.99,Monthly,0,2023-04-16,288,7.84,10,Successful,2024-03-09,239.35,389.87,,Satisfied,2019-03-09 13:32:00
97294,2023-08-25,56+,Miami,Student,0,,Standard,29.99,Monthly,20,2024-10-06,357,42.27,15,Successful,2023-08-20,230.93,20993.0,Customer called support,Neutral,2019-03-09 13:33:00
97295,2023-05-17,36-45,Miami,Corporate,0,,Business,99.99,Annual,10,2024-03-11,40,20.75,15,Successful,2024-06-09,0.81,1599.84,,Very Dissatisfied,2019-03-09 13:34:00
97296,2024-12-24,18-25,Los Angeles,Corporate,0,,Standard,19.99,Annual,20,2024-11-21,250,56.3,15,Successful,2023-07-31,264.06,39.98,Feedback given,Neutral,2019-03-09 13:35:00
97297,2023-02-04,26-35,Los Angeles,Corporate,1,,Premium,29.99,Monthly,20,2023-11-26,60,28.72,6,Successful,2024-05-04,369.15,689.77,Test data,Dissatisfied,2019-03-09 13:36:00
97298,2023-11-15,26-35,Chicago,Corporate,0,,Business,99.99,Annual,15,2023-01-09,50,53.3,12,Successful,2023-06-11,325.42,899.91,,Dissatisfied,2019-03-09 13:37:00
97299,2023-08-14,18-25,New York,Student,0,,Basic,99.99,Annual,15,2024-06-07,193,21.37,19,Successful,2024-07-29,337.36,1999.8,Customer called support,Very Dissatisfied,2019-03-09 13:38:00
97300,2024-07-02,56+,Miami,Corporate,1,,Business,99.99,Monthly,10,2023-04-02,143,19.45,6,Successful,2023-01-08,74.0,2899.71,Feedback given,Very Satisfied,2019-03-09 13:39:00
97301,2024-01-27,18-25,New York,Individual,0,,Standard,49.99,Monthly,15,2023-08-02,464,43.19,11,Successful,2023-12-31,85.88,1249.75,Test data,Very Dissatisfied,2019-03-09 13:40:00
97302,2024-03-08,36-45,Chicago,Individual,0,,Standard,49.99,Monthly,10,2023-11-29,386,48.52,10,Failed,2023-10-16,404.78,1549.69,Test data,Dissatisfied,2019-03-09 13:41:00
97303,2023-05-20,56+,New York,Corporate,0,,Standard,19.99,Monthly,15,2024-04-06,381,9.8,15,Successful,2024-01-10,246.83,319.84,Customer called support,Very Satisfied,2019-03-09 13:42:00
97304,2023-08-27,46-55,New York,Student,0,,Premium,19.99,Annual,20,2024-04-02,321,14.93,4,Successful,2023-03-23,135.03,79.96,NA,Very Satisfied,2019-03-09 13:43:00
97305,2024-03-23,18-25,Houston,Corporate,0,,Premium,99.99,Annual,0,2023-06-28,132,38.06,6,Successful,2023-08-31,166.94,2699.73,Test data,Very Dissatisfied,2019-03-09 13:44:00
97306,2023-10-11,56+,Houston,Student,1,,Enterprise,99.99,Monthly,15,2024-05-30,247,21.09,11,Failed,2023-03-24,82.71,3399.66,Feedback given,Satisfied,2019-03-09 13:45:00
97307,2024-01-20,18-25,Los Angeles,Corporate,0,,Premium,9.99,Monthly,10,2024-02-20,344,37.25,16,Successful,2024-06-13,439.63,239.76,,Very Satisfied,2019-03-09 13:46:00
97308,2023-08-11,56+,Chicago,Student,0,,Business,19.99,Annual,0,2024-12-25,56,30.16,1,Successful,2024-01-20,46.28,459.77,,Very Satisfied,2019-03-09 13:47:00
97309,2023-09-27,18-25,Miami,Student,0,,Basic,49.99,Annual,15,2023-12-13,338,51.41,11,Successful,2023-11-23,20.14,1249.75,Feedback given,Dissatisfied,2019-03-09 13:48:00
97310,2024-03-15,56+,Houston,Individual,0,,Enterprise,9.99,Annual,10,2023-01-28,309,17.68,2,Successful,2023-08-31,463.73,329.67,Test data,Satisfied,2019-03-09 13:49:00
97311,2023-08-28,56+,Miami,Student,0,,Basic,99.99,Monthly,15,2024-03-27,459,17.06,18,Successful,2024-10-11,41.59,3199.68,Customer called support,Neutral,2019-03-09 13:50:00
97312,2023-11-08,18-25,Miami,Student,0,,Business,99.99,Monthly,5,2024-11-10,403,35.87,11,Successful,2024-01-04,132.78,2699.73,Customer called support,Very Dissatisfied,2019-03-09 13:51:00
97313,2024-10-30,46-55,Los Angeles,Corporate,0,,Basic,9.99,Monthly,5,2023-06-07,231,55.44,12,Successful,2023-02-12,302.91,89.91,,Very Dissatisfied,2019-03-09 13:52:00
97314,2023-06-20,36-45,New York,Individual,0,,Standard,49.99,Monthly,0,2024-08-16,268,17.3,12,Failed,2024-03-26,17.76,1599.68,Feedback given,Satisfied,2019-03-09 13:53:00
97315,2023-02-05,46-55,Houston,Student,0,,Enterprise,19.99,Annual,10,2023-07-24,302,23.75,4,Successful,2023-03-24,219.58,539.73,,Very Dissatisfied,2019-03-09 13:54:00
97316,2024-09-06,26-35,Los Angeles,Corporate,0,,Standard,9.99,Monthly,15,2023-12-04,452,59.07,5,Successful,2023-03-06,332.61,9.99,Test data,Very Dissatisfied,2019-03-09 13:55:00
97317,2024-09-28,36-45,Los Angeles,Student,1,,Premium,99.99,Annual,15,2024-10-12,48,46.85,1,Successful,2023-10-10,39.05,1999.8,Feedback given,Very Satisfied,2019-03-09 13:56:00
97318,2023-05-03,26-35,Los Angeles,Corporate,0,,Basic,29.99,Annual,20,2024-10-28,320,6.89,14,Successful,2024-10-06,337.1,629.79,Feedback given,Very Satisfied,2019-03-09 13:57:00
97319,2023-12-14,36-45,Los Angeles,Individual,1,,Standard,49.99,Monthly,5,2024-01-16,444,45.92,10,Successful,2023-02-18,426.82,49.99,Customer called support,Very Dissatisfied,2019-03-09 13:58:00
97320,2024-11-13,36-45,New York,Student,0,,Standard,29.99,Monthly,10,2023-04-23,85,13.48,5,Successful,2024-09-02,301.7,989.67,NA,Dissatisfied,2019-03-09 13:59:00
97321,2023-08-12,56+,Los Angeles,Corporate,0,,Standard,99.99,Annual,15,2024-07-30,432,37.62,16,Successful,2024-01-15,293.73,1699.83,,Dissatisfied,2019-03-09 14:00:00
97322,2024-01-03,56+,Houston,Individual,0,,Standard,19.99,Monthly,0,2023-03-19,437,31.91,9,Successful,2024-08-30,286.66,419.79,Feedback given,Very Dissatisfied,2019-03-09 14:01:00
97323,2023-05-06,46-55,Chicago,Student,0,,Business,49.99,Annual,20,2023-10-03,64,24.0,17,Successful,2024-01-29,168.83,449.91,Test data,Satisfied,2019-03-09 14:02:00
97324,2023-08-06,18-25,Chicago,Corporate,1,,Basic,29.99,Monthly,0,2024-03-04,28,10.95,17,Successful,2024-08-06,402.41,329.89,Feedback given,Dissatisfied,2019-03-09 14:03:00
97325,2024-12-19,36-45,Houston,Individual,0,,Standard,99.99,Annual,20,2024-01-03,33,18.81,15,Successful,2023-09-26,463.55,3099.69,NA,Neutral,2019-03-09 14:04:00
97326,2024-05-10,46-55,Houston,Student,1,,Enterprise,99.99,Monthly,20,2023-05-18,86,15.24,1,Successful,2024-03-18,158.91,1999.8,Feedback given,Neutral,2019-03-09 14:05:00
97327,2023-04-25,46-55,Los Angeles,Corporate,0,,Standard,49.99,Monthly,20,2024-02-01,45,17.43,17,Successful,2023-04-14,241.93,999.8,Test data,Neutral,2019-03-09 14:06:00
97328,2024-06-25,56+,Miami,Individual,0,,Business,49.99,Monthly,0,2024-10-03,164,54.2,8,Successful,2023-01-07,200.53,399.92,NA,Very Dissatisfied,2019-03-09 14:07:00
97329,2023-07-25,18-25,Chicago,Corporate,0,,Business,19.99,Monthly,10,2024-08-01,160,10.18,14,Successful,2023-06-30,346.2,579.71,Test data,Satisfied,2019-03-09 14:08:00
97330,2023-08-17,36-45,Houston,Individual,0,,Premium,99.99,Annual,0,2024-09-29,87,57.43,6,Successful,2024-09-29,127.4,3499.65,,Dissatisfied,2019-03-09 14:09:00
97331,2023-03-11,26-35,Los Angeles,Student,0,,Business,29.99,Annual,10,2023-05-07,89,15.72,18,Successful,2024-12-06,261.61,1049.65,Feedback given,Very Dissatisfied,2019-03-09 14:10:00
97332,2023-04-11,18-25,Miami,Student,1,,Standard,9.99,Annual,10,2024-05-01,14,10.38,6,Successful,2023-09-30,45.6,99.9,NA,Satisfied,2019-03-09 14:11:00
97333,2024-08-06,18-25,Los Angeles,Individual,1,,Premium,29.99,Monthly,20,2024-07-14,379,58.15,10,Successful,2023-07-14,120.33,269.91,NA,Dissatisfied,2019-03-09 14:12:00
97334,2024-03-12,56+,New York,Corporate,0,,Business,19.99,Annual,10,2024-12-20,468,57.47,18,Successful,2024-04-15,473.38,479.76,,Satisfied,2019-03-09 14:13:00
97335,2024-05-18,36-45,Los Angeles,Corporate,0,,Premium,9.99,Annual,5,2023-03-27,460,32.77,2,Successful,2023-10-27,405.4,329.67,Feedback given,Satisfied,2019-03-09 14:14:00
97336,2023-08-08,18-25,Houston,Corporate,0,,Business,9.99,Annual,0,2023-03-30,290,35.04,16,Successful,2023-08-24,258.59,79.92,Test data,Satisfied,2019-03-09 14:15:00
97337,2024-04-08,36-45,Miami,Student,1,,Premium,49.99,Monthly,5,2023-02-17,177,35.31,8,Failed,2024-01-04,327.44,899.82,NA,Dissatisfied,2019-03-09 14:16:00
97338,2023-04-12,36-45,New York,Individual,0,,Basic,29.99,Annual,20,2023-08-14,234,32.65,4,Successful,2024-04-28,172.27,56980.99999999999,,Dissatisfied,2019-03-09 14:17:00
97339,2024-02-12,36-45,New York,Student,1,,Enterprise,49.99,Monthly,5,2023-12-15,10,55.99,10,Successful,2023-01-06,146.79,1499.7,Test data,Very Satisfied,2019-03-09 14:18:00
97340,2024-10-10,18-25,Houston,Corporate,0,,Business,99.99,Annual,20,2023-02-12,231,31.07,7,Failed,2023-11-15,172.68,599.94,NA,Satisfied,2019-03-09 14:19:00
97341,2024-03-05,36-45,Chicago,Individual,0,,Standard,19.99,Annual,10,2023-08-19,234,40.11,18,Successful,2024-07-20,331.29,579.71,Test data,Very Satisfied,2019-03-09 14:20:00
97342,2023-05-14,36-45,New York,Corporate,0,,Standard,9.99,Annual,15,2024-10-19,192,46.76,19,Successful,2023-01-24,52.61,259.74,Test data,Neutral,2019-03-09 14:21:00
97343,2024-12-24,46-55,Miami,Individual,1,,Basic,19.99,Monthly,20,2024-06-28,209,5.59,9,Successful,2024-07-20,373.97,259.87,Test data,Dissatisfied,2019-03-09 14:22:00
97344,2023-09-20,56+,Chicago,Corporate,0,,Premiumm,19.99,Monthly,5,2024-05-19,469,55.05,2,Successful,2023-11-17,405.67,419.79,,Very Satisfied,2019-03-09 14:23:00
97345,2023-08-13,18-25,Chicago,Individual,0,,Basic,49.99,Monthly,10,2023-09-07,376,28.89,14,Failed,2023-11-01,327.53,1699.66,Customer called support,Very Dissatisfied,2019-03-09 14:24:00
97346,2024-12-30,26-35,Houston,Individual,0,,Business,9.99,Monthly,5,2023-07-01,3,11.1,13,Successful,2023-04-23,161.24,339.66,Test data,Neutral,2019-03-09 14:25:00
97347,2023-08-09,26-35,Los Angeles,Corporate,0,,Enterprise,49.99,Monthly,20,2024-01-18,193,5.46,3,Successful,2024-07-24,187.76,149.97,Customer called support,Satisfied,2019-03-09 14:26:00
97348,2023-04-02,18-25,Los Angeles,Individual,0,,Premium,99.99,Annual,10,2024-03-06,369,19.39,4,Successful,2024-05-29,289.19,1699.83,Feedback given,Very Satisfied,2019-03-09 14:27:00
97349,2024-10-19,56+,Los Angeles,Student,0,,Standard,29.99,Annual,20,2023-06-06,155,52.17,11,Successful,2024-02-14,202.2,179.94,NA,Very Satisfied,2019-03-09 14:28:00
97350,2024-07-26,36-45,New York,Individual,0,,Enterprise,29.99,Annual,5,2023-07-27,57,9.67,8,Successful,2024-11-18,307.06,59.98,Customer called support,Very Dissatisfied,2019-03-09 14:29:00
97351,2023-04-30,46-55,New York,Corporate,0,,Business,99.99,Annual,5,2024-05-07,163,54.9,10,Successful,2024-09-01,190.3,899.91,Feedback given,Very Dissatisfied,2019-03-09 14:30:00
97352,2023-07-11,56+,Houston,Individual,0,,Enterprise,19.99,Monthly,5,2023-07-16,21,44.74,15,Successful,2024-06-30,439.13,99.95,Feedback given,Very Dissatisfied,2019-03-09 14:31:00
97353,2023-11-04,56+,Chicago,Student,1,,Premium,29.99,Annual,5,2023-04-12,81,23.55,6,Successful,2024-10-21,109.82,659.78,,Dissatisfied,2019-03-09 14:32:00
97354,2023-02-08,56+,New York,Student,0,,Standard,19.99,Monthly,10,2024-02-08,286,20.14,16,Successful,2023-06-30,263.05,279.86,Customer called support,Neutral,2019-03-09 14:33:00
97355,2023-10-10,18-25,New York,Individual,0,,Standard,29.99,Monthly,15,2024-07-13,480,6.62,12,Successful,2023-10-11,244.41,689.77,NA,Very Satisfied,2019-03-09 14:34:00
97356,2024-12-16,18-25,Los Angeles,Student,0,,Premium,49.99,Annual,10,2023-10-11,154,20.21,13,Successful,2024-08-12,362.97,1199.76,Feedback given,Very Satisfied,2019-03-09 14:35:00
97357,2023-08-29,36-45,Miami,Student,1,,Enterprise,19.99,Monthly,15,2024-01-10,208,15.87,19,Successful,2024-10-01,360.1,619.69,NA,Very Satisfied,2019-03-09 14:36:00
97358,2023-05-13,56+,Chicago,Corporate,0,,Premium,99.99,Monthly,0,2023-04-14,316,51.39,16,Successful,2023-06-08,21.15,2899.71,Customer called support,Dissatisfied,2019-03-09 14:37:00
97359,2023-12-11,36-45,Miami,Individual,0,,Premium,9.99,Annual,15,2023-11-17,51,30.06,14,Successful,2024-06-03,202.06,319.68,Feedback given,Very Satisfied,2019-03-09 14:38:00
97360,2024-04-01,56+,Houston,Corporate,0,,Premium,99.99,Monthly,5,2024-08-27,74,57.02,16,Successful,2023-03-28,440.34,1199.88,Test data,Neutral,2019-03-09 14:39:00
97361,2023-09-02,26-35,Chicago,Student,1,,Business,49.99,Annual,15,2023-09-22,381,26.34,17,Successful,2023-03-04,432.5,399.92,Test data,Neutral,2019-03-09 14:40:00
97362,2024-06-29,36-45,New York,Individual,0,,Business,9.99,Annual,5,2024-10-07,283,28.03,14,Successful,2024-12-21,101.66,279.72,Customer called support,Dissatisfied,2019-03-09 14:41:00
97363,2024-11-28,36-45,Chicago,Individual,0,,Business,29.99,Monthly,10,2023-01-15,58,37.05,10,Successful,2023-07-17,378.11,689.77,NA,Dissatisfied,2019-03-09 14:42:00
97364,2023-02-08,36-45,Houston,Individual,0,,Premium,29.99,Annual,0,2024-02-22,213,40.78,5,Successful,2024-06-06,472.29,749.75,Customer called support,Dissatisfied,2019-03-09 14:43:00
97365,2024-07-31,36-45,Chicago,Student,0,,Business,29.99,Monthly,5,2024-06-29,173,45.19,6,Successful,2023-06-02,272.88,539.82,NA,Very Dissatisfied,2019-03-09 14:44:00
97366,2024-01-03,56+,New York,Student,0,,Premiumm,9.99,Monthly,15,2024-08-08,41,27.99,15,Successful,2023-07-06,110.56,9.99,Test data,Dissatisfied,2019-03-09 14:45:00
97367,2023-06-24,56+,Miami,Corporate,0,,Standard,49.99,Monthly,0,2024-09-08,278,32.72,3,Successful,2023-03-04,253.79,899.82,NA,Very Dissatisfied,2019-03-09 14:46:00
97368,2023-08-22,36-45,Los Angeles,Corporate,0,,Enterprise,29.99,Monthly,0,2023-08-27,102,38.44,15,Successful,2024-05-05,257.37,779.74,NA,Neutral,2019-03-09 14:47:00
97369,2023-05-27,56+,Houston,Individual,0,,Basic,99.99,Annual,5,2024-11-11,139,55.72,11,Successful,2024-10-03,491.53,2499.75,NA,Very Satisfied,2019-03-09 14:48:00
97370,2023-08-20,56+,Miami,Corporate,0,,Enterprise,49.99,Monthly,15,2023-06-07,137,38.77,12,Successful,2024-08-01,280.76,449.91,,Very Dissatisfied,2019-03-09 14:49:00
97371,2024-04-11,36-45,Los Angeles,Student,0,,Business,49.99,Monthly,15,2024-03-18,78,53.63,2,Successful,2023-12-14,186.65,1149.77,Customer called support,Very Satisfied,2019-03-09 14:50:00
97372,2024-01-28,18-25,Los Angeles,Student,0,,Basic,49.99,Annual,15,2023-01-09,345,22.25,19,Failed,2023-12-26,472.97,1099.78,Customer called support,Satisfied,2019-03-09 14:51:00
97373,2023-06-16,36-45,Houston,Corporate,0,,Enterprise,49.99,Monthly,15,2024-12-13,308,27.28,5,Successful,2023-08-24,415.03,899.82,NA,Very Dissatisfied,2019-03-09 14:52:00
97374,2024-10-18,36-45,Miami,Corporate,0,,Premium,49.99,Monthly,10,2024-08-27,29,39.44,4,Successful,2024-04-20,140.34,299.94,,Dissatisfied,2019-03-09 14:53:00
97375,2024-08-08,26-35,Miami,Student,0,,Enterprise,9.99,Monthly,20,2023-05-25,8,43.74,5,Successful,2024-01-25,303.32,69.93,Feedback given,Very Satisfied,2019-03-09 14:54:00
97376,2023-10-13,46-55,New York,Individual,0,,Business,19.99,Monthly,20,2023-03-20,229,10.95,12,Successful,2023-11-15,420.65,299.85,Feedback given,Very Dissatisfied,2019-03-09 14:55:00
97377,2024-08-05,18-25,Chicago,Individual,0,,Premium,29.99,Annual,5,2024-04-18,51,49.52,18,Successful,2024-06-25,143.29,959.68,Customer called support,Dissatisfied,2019-03-09 14:56:00
97378,2023-12-20,36-45,Los Angeles,Individual,0,,Premium,49.99,Annual,20,2023-02-01,79,46.71,12,Failed,2023-08-21,326.32,1599.68,Feedback given,Very Dissatisfied,2019-03-09 14:57:00
97379,2023-08-18,18-25,Houston,Student,1,,Enterprise,9.99,Annual,10,2024-10-03,126,58.58,15,Successful,2024-03-15,22.08,219.78,Customer called support,Satisfied,2019-03-09 14:58:00
97380,2023-03-20,18-25,New York,Corporate,0,,Standard,9.99,Monthly,0,2024-02-03,436,21.75,14,Failed,2023-07-06,430.52,129.87,Customer called support,Very Satisfied,2019-03-09 14:59:00
97381,2024-08-25,18-25,Miami,Individual,0,,Basic,29.99,Annual,20,2024-06-29,353,32.83,14,Successful,2023-07-03,459.35,239.92,NA,Neutral,2019-03-09 15:00:00
97382,2024-11-19,36-45,New York,Student,0,,Business,49.99,Monthly,10,2024-12-23,102,33.28,1,Successful,2023-08-10,164.35,1549.69,Customer called support,Very Satisfied,2019-03-09 15:01:00
97383,2024-01-04,46-55,Miami,Student,0,,Basic,99.99,Annual,0,2023-06-05,332,15.12,4,Failed,2023-12-06,55.78,2599.74,,Very Satisfied,2019-03-09 15:02:00
97384,2024-02-06,36-45,New York,Individual,1,,Business,99.99,Monthly,0,2024-04-28,137,35.18,14,Successful,2023-09-26,92.8,59994.00000000001,NA,Very Satisfied,2019-03-09 15:03:00
97385,2024-01-21,18-25,Chicago,Student,0,,Standard,9.99,Monthly,15,2023-03-12,299,59.48,4,Successful,2024-09-06,8.83,69.93,Feedback given,Dissatisfied,2019-03-09 15:04:00
97386,2024-12-31,36-45,New York,Corporate,0,,Standard,19.99,Annual,5,2023-08-25,292,34.45,1,Successful,2024-02-04,379.03,519.74,Customer called support,Neutral,2019-03-09 15:05:00
97387,2024-04-09,18-25,Chicago,Student,0,,Enterprise,49.99,Annual,10,2023-10-25,213,6.13,16,Successful,2023-12-19,495.41,1049.79,Customer called support,Dissatisfied,2019-03-09 15:06:00
97388,2024-07-21,36-45,Los Angeles,Individual,0,,Business,19.99,Monthly,20,2023-11-14,185,46.87,16,Successful,2024-06-12,419.11,599.7,Feedback given,Very Satisfied,2019-03-09 15:07:00
97389,2023-08-22,56+,Chicago,Student,0,,Business,29.99,Monthly,20,2023-04-04,30,54.45,11,Successful,2024-11-27,490.26,59.98,Feedback given,Satisfied,2019-03-09 15:08:00
97390,2023-03-07,26-35,Chicago,Student,0,,Standard,29.99,Annual,20,2023-11-06,280,18.37,2,Successful,2024-11-14,72.72,659.78,Test data,Very Satisfied,2019-03-09 15:09:00
97391,2023-05-17,18-25,Chicago,Student,0,,Premiumm,9.99,Monthly,0,2024-11-02,284,22.02,13,Successful,2024-03-16,242.48,79.92,Customer called support,Satisfied,2019-03-09 15:10:00
97392,2024-07-03,46-55,Los Angeles,Student,0,,Enterprise,9.99,Annual,5,2024-03-15,32,42.22,1,Successful,2023-06-10,499.75,349.65,Feedback given,Very Dissatisfied,2019-03-09 15:11:00
97393,2024-09-23,46-55,New York,Corporate,0,,Premiumm,49.99,Annual,0,2024-04-04,353,29.61,7,Successful,2024-10-08,287.99,94981.0,Customer called support,Satisfied,2019-03-09 15:12:00
97394,2024-02-09,56+,Los Angeles,Corporate,0,,Enterprise,29.99,Monthly,10,2024-07-02,274,44.99,12,Successful,2023-01-22,14.88,29.99,Feedback given,Neutral,2019-03-09 15:13:00
97395,2024-05-06,46-55,Miami,Individual,0,,Premium,9.99,Annual,5,2024-04-08,34,22.63,11,Successful,2024-05-09,237.06,219.78,Customer called support,Very Satisfied,2019-03-09 15:14:00
97396,2023-11-19,46-55,Los Angeles,Individual,1,,Premium,99.99,Annual,10,2023-05-26,20,44.25,18,Successful,2023-05-09,99.97,2699.73,Feedback given,Dissatisfied,2019-03-09 15:15:00
97397,2024-11-01,46-55,Los Angeles,Corporate,0,,Premiumm,29.99,Annual,5,2023-08-09,381,52.84,7,Successful,2023-04-15,451.76,89.97,NA,Satisfied,2019-03-09 15:16:00
97398,2024-08-06,46-55,Los Angeles,Student,0,,Standard,19.99,Monthly,15,2024-10-10,499,59.1,9,Successful,2023-01-05,417.39,219.89,NA,Satisfied,2019-03-09 15:17:00
97399,2023-11-16,18-25,Chicago,Student,0,,Premium,9.99,Monthly,0,2023-06-18,64,57.4,14,Failed,2024-09-04,361.66,309.69,Feedback given,Very Dissatisfied,2019-03-09 15:18:00
97400,2024-03-14,46-55,Chicago,Individual,0,,Business,19.99,Monthly,5,2024-06-16,147,52.0,6,Successful,2023-08-17,17.47,279.86,Feedback given,Very Dissatisfied,2019-03-09 15:19:00
97401,2024-08-07,26-35,Miami,Corporate,0,,Enterprise,49.99,Monthly,10,2024-06-30,130,35.48,19,Successful,2023-06-06,419.7,199.96,Customer called support,Satisfied,2019-03-09 15:20:00
97402,2023-08-08,46-55,Los Angeles,Individual,0,,Standard,9.99,Monthly,15,2024-03-25,264,27.23,10,Successful,2023-10-09,353.2,139.86,Customer called support,Very Dissatisfied,2019-03-09 15:21:00
97403,2024-11-30,46-55,Houston,Individual,0,,Basic,99.99,Monthly,5,2023-06-18,457,36.71,1,Successful,2023-01-03,0.55,1899.81,Customer called support,Dissatisfied,2019-03-09 15:22:00
97404,2024-09-08,18-25,Houston,Student,0,,Enterprise,49.99,Annual,20,2024-01-16,377,20.07,16,Successful,2023-01-18,243.69,649.87,NA,Very Satisfied,2019-03-09 15:23:00
97405,2024-03-26,18-25,New York,Corporate,0,,Standard,19.99,Annual,10,2024-08-16,263,43.4,7,Successful,2024-02-09,181.95,439.78,Test data,Neutral,2019-03-09 15:24:00
97406,2024-06-16,56+,Los Angeles,Student,0,,Business,19.99,Monthly,15,2023-03-07,405,31.46,9,Failed,2024-04-03,207.81,579.71,Customer called support,Satisfied,2019-03-09 15:25:00
97407,2023-02-18,26-35,Chicago,Student,0,,Standard,49.99,Annual,15,2024-02-03,266,55.63,7,Successful,2024-05-07,452.99,1099.78,NA,Satisfied,2019-03-09 15:26:00
97408,2023-02-28,56+,Los Angeles,Corporate,0,,Enterprise,49.99,Annual,5,2024-10-04,103,27.65,2,Successful,2023-08-02,55.64,114977.0,,Dissatisfied,2019-03-09 15:27:00
97409,2024-09-24,18-25,Chicago,Student,0,,Basic,9.99,Annual,15,2023-07-18,21,6.98,19,Successful,2023-05-16,285.32,279.72,Customer called support,Very Dissatisfied,2019-03-09 15:28:00
97410,2023-01-07,56+,New York,Student,0,,Business,9.99,Monthly,0,2024-12-10,265,33.86,7,Successful,2023-05-28,17.42,39.96,,Satisfied,2019-03-09 15:29:00
97411,2024-05-21,46-55,Los Angeles,Individual,0,,Business,19.99,Monthly,15,2023-04-06,483,39.56,8,Successful,2023-05-21,312.22,539.73,Feedback given,Neutral,2019-03-09 15:30:00
97412,2023-08-31,46-55,New York,Individual,0,,Premium,19.99,Annual,0,2024-02-03,318,24.85,1,Failed,2023-04-23,167.88,39.98,,Very Satisfied,2019-03-09 15:31:00
